x1,x2,label
4.779911532393987,7.211433693540572,0
12.126592367081534,9.518542138387296,1
13.806311573541834,9.034441612561942,1
14.005249991292953,10.177058697308103,1
4.717167301004361,6.832403571562324,0
6.483174588284198,6.7582439133820795,0
11.833562433412324,9.682992371470542,1
4.039901655118726,7.595128650752186,0
13.348072225520765,10.067584188325496,1
3.7717446897102915,5.808112274312313,0
4.351579751532393,8.480564378983393,0
12.83142500433025,9.560499930090808,1
12.914597692493075,8.507192968515513,1
5.438036896008868,7.3221641359347025,0
12.798321632331161,7.941181811640606,1
4.807954752866806,8.295943102163925,0
5.359824755518504,6.442293321174509,0
14.41279401440509,9.838090572505342,1
12.568846538317636,8.012378783101653,1
4.944821574833585,5.409329583075935,0
13.753626843533853,8.177423057646067,1
13.390117774118368,8.244481471632449,1
6.130570209261598,6.855602413546916,0
4.857872140106112,9.579146774210585,0
4.547292996558988,6.009881724542376,0
13.168757460108806,10.496110777905496,1
11.067263396415221,9.900262774844306,1
6.522326978730754,7.548078684254306,0
7.227803758131968,5.423580899671057,0
4.540558483430308,7.439371639358335,0
6.432179560064984,8.009122567660494,0
3.0793482275555446,7.241164378519253,0
12.791382564773658,10.075763772236044,1
10.783373710542335,8.186343697207178,1
10.611943045004192,10.584041538120967,1
12.67494447954386,9.542391572924144,1
14.232400503025493,9.581006812175985,1
12.629213237606074,8.773978929921899,1
13.360094701938614,10.14447573200836,1
11.673234066864156,8.679516116687468,1
12.020061048148708,10.705728479163831,1
12.814456002532955,9.445541835681388,1
5.7611448764530735,9.520178141654103,0
5.131454281284056,4.823041705512907,0
5.408096057078964,8.920352127826684,0
4.522777469912062,5.5386752932864045,0
13.69834593693042,10.207505981896151,1
11.618376001376625,9.651020024071078,1
5.924342343885942,5.421408990345399,0
4.660501552421301,7.43830093623551,0
4.11462718564492,8.17118250167564,0
5.650615842003571,6.480695777051166,0
4.012016575485963,8.803702485088,0
12.88766015938284,9.348056683888448,1
6.0824421984509485,7.641269125489868,0
4.444414906482624,5.452491038615185,0
5.160738758757439,4.476514698830599,0
12.320160672965754,9.485679214198816,1
6.351232609865068,6.96222517746392,0
11.830681331964161,9.475783962905563,1
12.648101019300123,9.84255246470725,1
5.903554180442651,6.701990295165799,0
3.832091923953697,9.391104994848803,0
14.190184219835873,8.784491818005506,1
3.9740425719332526,7.4859980469547756,0
12.207080542859815,9.303132468473414,1
14.707737913340727,9.489004250525854,1
6.764702360052594,7.336429463676364,0
6.791245372215699,7.844382756563156,0
13.878236419465622,9.515026089714208,1
12.576573138452897,9.644061150317173,1
13.89574934129376,10.63248458041286,1
5.912577776737253,7.581091267942718,0
11.005073389660804,10.269090960910562,1
12.716311127629513,8.801650225521819,1
14.785349352626666,9.030274524097402,1
5.773508577922334,7.447110424349821,0
11.984086636942934,10.33458266773188,1
5.142095359454567,6.700693927990373,0
14.271404209992383,10.6957406751166,1
10.9003561595444,9.570625977640045,1
5.5517894937154955,7.466205358431813,0
5.409755260539161,6.151343985601196,0
14.105338028151525,9.652755709336313,1
4.292253043772082,7.281793511308058,0
4.801165308163745,5.702146917337222,0
6.7568986290620785,7.062519506653612,0
3.469482800854844,7.46513702100799,0
12.912223760317515,7.376347926958028,1
5.562843507532732,6.4789728466942265,0
15.587961940395516,7.9070999329168945,1
11.40067946151272,9.592475306115418,1
5.388824935043965,9.073829658323103,0
5.97041777678349,6.513334751302075,0
13.040805376059264,8.692687257364529,1
14.06614406845402,10.06512608164457,1
6.100053802712846,7.988594955739645,0
11.78080002531305,7.947753386863532,1
13.465220445846056,9.772970917137016,1
5.173977841678986,6.418293145761662,0
6.052859675194871,6.55159928071396,0
6.08437820415654,7.533338946240544,0
12.413983775616066,9.608475366145207,1
5.220559562449565,7.099087003157143,0
5.676615739500614,5.573409206564639,0
5.570296571570492,7.047390626069013,0
13.469325637471128,9.07767735251657,1
13.35337099240323,10.907211716612474,1
4.202547319860754,6.779191169560717,0
4.505257874453129,7.00403416684441,0
5.45478011638166,6.68376831686238,0
12.53107514591291,9.670596986445581,1
12.840168499896976,8.658928871320427,1
6.941486863089802,6.253049244362614,0
10.377963206727499,8.503286770847563,1
12.068212079791962,8.663535331387159,1
5.546046382677989,6.863280109352717,0
4.209598389327148,8.649831199279078,0
5.229325726634809,6.874746789719016,0
13.089175697914012,9.307479636403732,1
6.987399534420253,6.15158590524897,0
5.1327519917457645,5.617809438317187,0
4.3106867732786105,7.6738947400185715,0
5.658231177106293,6.4461790025227375,0
12.365119518729376,8.994004253793644,1
15.200119258896812,8.785284891088585,1
13.187597241131586,8.102967358371748,1
12.654177918079082,8.36597018370874,1
13.841974741264792,10.331314505656751,1
